"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"2816","negative regulation of blood vessel endothelial cell migration (GO:0043537)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"ATP2B4"
"2817","negative regulation of mitochondrion organization (GO:0010823)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"PINK1"
"2818","organelle disassembly (GO:1903008)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"UFC1"
"2819","positive regulation of calcium ion transport into cytosol (GO:0010524)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"CASQ1"
"2820","positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"AGT"
"2821","positive regulation of interleukin-12 production (GO:0032735)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"IL23R"
"2822","positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"CASQ1"
"2823","positive regulation of telomerase activity (GO:0051973)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"NEK2"
"2824","protein destabilization (GO:0031648)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"CDC73"
"2825","regulation of activated T cell proliferation (GO:0046006)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"IL23R"
"2826","regulation of glucose metabolic process (GO:0010906)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"RORC"
"2827","regulation of keratinocyte differentiation (GO:0045616)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"CTSK"
"2828","sister chromatid segregation (GO:0000819)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"CDCA8"
"2829","striated muscle tissue development (GO:0014706)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"ZBTB18"
"2830","synaptic vesicle recycling (GO:0036465)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"SYT2"
"2831","tRNA methylation (GO:0030488)","1/34",0.622861331435179,0.699426412091994,0,0,1.0424457339351,0.493526508773213,"TARBP1"
"2832","actin filament organization (GO:0007015)","4/152",0.625989433728302,0.702690822677356,0,0,0.929180517415812,0.435248398462525,"SPTA1;CDC42;ACTA1;TPM3"
"2833","integrin-mediated signaling pathway (GO:0007229)","2/75",0.629790961624563,0.706210041271423,0,0,0.942212705905253,0.435648365208598,"CDC42;ISG15"
"2834","regulation of hematopoietic progenitor cell differentiation (GO:1901532)","2/75",0.629790961624563,0.706210041271423,0,0,0.942212705905253,0.435648365208598,"PSMB4;TP73"
"2835","regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)","2/75",0.629790961624563,0.706210041271423,0,0,0.942212705905253,0.435648365208598,"EGLN1;PSMB4"
"2836","negative regulation of Wnt signaling pathway (GO:0030178)","5/191",0.630280621756936,0.706509907110473,0,0,0.92401113671275,0.426514418324829,"PTPRU;PSMB4;HDAC1;DVL1;NPHP4"
"2837","cellular response to hydrogen peroxide (GO:0070301)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"PARK7"
"2838","cellular response to virus (GO:0098586)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"ARF1"
"2839","negative regulation of organelle assembly (GO:1902116)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"PINK1"
"2840","peptidyl-tyrosine dephosphorylation (GO:0035335)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"PTPN22"
"2841","positive regulation of cell cycle G1/S phase transition (GO:1902808)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"CDC73"
"2842","positive regulation of lymphocyte activation (GO:0051251)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"LCK"
"2843","protein localization to cilium (GO:0061512)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"NPHP4"
"2844","regulation of lipid biosynthetic process (GO:0046890)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"MTOR"
"2845","regulation of muscle cell differentiation (GO:0051147)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"CDC42"
"2846","respiratory system development (GO:0060541)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"DISP1"
"2847","response to exogenous dsRNA (GO:0043330)","1/35",0.633533605265761,0.707412480203672,0,0,1.01173341677096,0.461797860600866,"DHX9"
"2848","cellular amide metabolic process (GO:0043603)","3/115",0.63457374705303,0.708076497676933,0,0,0.920961489578038,0.418854915535901,"ACBD6;MTHFR;NIT1"
"2849","positive regulation of protein metabolic process (GO:0051247)","3/115",0.63457374705303,0.708076497676933,0,0,0.920961489578038,0.418854915535901,"SLC6A9;IL23R;AGT"
"2850","cellular response to hormone stimulus (GO:0032870)","2/76",0.636983745132608,0.709520436501949,0,0,0.929432096394796,0.419184230816815,"ATP1A2;ATP1A1"
"2851","protein import into nucleus (GO:0006606)","2/76",0.636983745132608,0.709520436501949,0,0,0.929432096394796,0.419184230816815,"NUP133;TPR"
"2852","regulation of BMP signaling pathway (GO:0030510)","2/76",0.636983745132608,0.709520436501949,0,0,0.929432096394796,0.419184230816815,"SKI;TRIM33"
"2853","regulation of epithelial to mesenchymal transition (GO:0010717)","2/76",0.636983745132608,0.709520436501949,0,0,0.929432096394796,0.419184230816815,"TGFB2;MTOR"
"2854","RNA transport (GO:0050658)","2/76",0.636983745132608,0.709520436501949,0,0,0.929432096394796,0.419184230816815,"RBM8A;TPR"
"2855","ion transport (GO:0006811)","3/116",0.640387005632554,0.712665268967596,0,0,0.912764148269455,0.406803088822589,"CHRNB2;KCNN3;SLC9A1"
"2856","positive regulation of angiogenesis (GO:0045766)","3/116",0.640387005632554,0.712665268967596,0,0,0.912764148269455,0.406803088822589,"ECM1;PIK3CD;JAK1"
"2857","aortic valve development (GO:0003176)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"NPPA"
"2858","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"SELP"
"2859","cellular response to heat (GO:0034605)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"TPR"
"2860","cyclic-nucleotide-mediated signaling (GO:0019935)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"NPPA"
"2861","establishment of protein localization to plasma membrane (GO:0061951)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"MACF1"
"2862","macrophage activation (GO:0042116)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"C1QA"
"2863","negative regulation of cellular protein localization (GO:1903828)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"ACTN2"
"2864","platelet aggregation (GO:0070527)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"STXBP3"
"2865","positive regulation of cytokine-mediated signaling pathway (GO:0001961)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"GFI1"
"2866","positive regulation of telomere maintenance via telomere lengthening (GO:1904358)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"NEK2"
"2867","regulation of microtubule-based process (GO:0032886)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"MACF1"
"2868","retina homeostasis (GO:0001895)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"RPE65"
"2869","telomere maintenance via telomere lengthening (GO:0010833)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"DCLRE1B"
"2870","transition metal ion transport (GO:0000041)","1/36",0.643904392953171,0.712665268967596,0,0,0.982776089159068,0.432622969994584,"SLC30A10"
"2871","neutrophil migration (GO:1990266)","2/77",0.644066473024191,0.712665268967596,0,0,0.916992303137951,0.403433825807178,"TGFB2;PIK3CD"
"2872","positive regulation of tumor necrosis factor production (GO:0032760)","2/77",0.644066473024191,0.712665268967596,0,0,0.916992303137951,0.403433825807178,"PTPRC;DHX9"
"2873","regulation of organelle assembly (GO:1902115)","2/77",0.644066473024191,0.712665268967596,0,0,0.916992303137951,0.403433825807178,"STIL;SDCCAG8"
"2874","peptidyl-serine phosphorylation (GO:0018105)","4/156",0.646229514398686,0.714809890839744,0,0,0.904540763673891,0.394922997496813,"PINK1;AKT3;MTOR;UHMK1"
"2875","antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)","2/78",0.651039611590206,0.719379536060224,0,0,0.90487987286155,0.388360679410906,"PSMB4;NCF2"
"2876","negative regulation of apoptotic signaling pathway (GO:2001234)","2/78",0.651039611590206,0.719379536060224,0,0,0.90487987286155,0.388360679410906,"PINK1;PARK7"
"2877","negative regulation of protein serine/threonine kinase activity (GO:0071901)","2/78",0.651039611590206,0.719379536060224,0,0,0.90487987286155,0.388360679410906,"RGS2;AGT"
"2878","adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)","3/118",0.65181778996889,0.719489150802465,0,0,0.896797153024911,0.383820410236046,"ADGRB2;GPR161;GNB1"
"2879","negative regulation of response to external stimulus (GO:0032102)","3/118",0.65181778996889,0.719489150802465,0,0,0.896797153024911,0.383820410236046,"IL10;CLDN19;NLRP3"
"2880","positive regulation of protein-containing complex assembly (GO:0031334)","3/118",0.65181778996889,0.719489150802465,0,0,0.896797153024911,0.383820410236046,"ISG15;PARK7;CHD1L"
"2881","glutamate receptor signaling pathway (GO:0007215)","1/37",0.653982196791225,0.71987860235433,0,0,0.955427501970055,0.405746317643732,"GRIK3"
"2882","negative regulation of epithelial cell apoptotic process (GO:1904036)","1/37",0.653982196791225,0.71987860235433,0,0,0.955427501970055,0.405746317643732,"IL10"
"2883","neural crest cell migration (GO:0001755)","1/37",0.653982196791225,0.71987860235433,0,0,0.955427501970055,0.405746317643732,"SEMA4A"
"2884","nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)","1/37",0.653982196791225,0.71987860235433,0,0,0.955427501970055,0.405746317643732,"CHD1L"
"2885","positive regulation of exocytosis (GO:0045921)","1/37",0.653982196791225,0.71987860235433,0,0,0.955427501970055,0.405746317643732,"ATP13A2"
"2886","protein insertion into ER membrane (GO:0045048)","1/37",0.653982196791225,0.71987860235433,0,0,0.955427501970055,0.405746317643732,"EMC1"
"2887","regulation of intracellular pH (GO:0051453)","1/37",0.653982196791225,0.71987860235433,0,0,0.955427501970055,0.405746317643732,"SLC9A1"
"2888","regulation of p38MAPK cascade (GO:1900744)","1/37",0.653982196791225,0.71987860235433,0,0,0.955427501970055,0.405746317643732,"PTPN22"
"2889","cellular response to growth factor stimulus (GO:0071363)","4/158",0.656074454423213,0.72193170322305,0,0,0.892700882005695,0.376256459450649,"NTRK1;DSTYK;HJV;WNT4"
"2890","mRNA 3'-end processing (GO:0031124)","2/79",0.657903688567782,0.723193577440173,0,0,0.893082051163756,0.373930532950479,"RBM8A;CDC73"
"2891","positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)","2/79",0.657903688567782,0.723193577440173,0,0,0.893082051163756,0.373930532950479,"ZYG11B;DVL1"
"2892","regulation of neuron differentiation (GO:0045664)","2/79",0.657903688567782,0.723193577440173,0,0,0.893082051163756,0.373930532950479,"CASZ1;NGF"
"2893","macroautophagy (GO:0016236)","3/120",0.662986912806712,0.727851147365055,0,0,0.881376037959668,0.362245576586222,"PINK1;MFN2;ATP13A2"
"2894","connective tissue development (GO:0061448)","1/38",0.663775279379007,0.727851147365055,0,0,0.929557216791259,0.380943350251035,"RORC"
"2895","DNA replication initiation (GO:0006270)","1/38",0.663775279379007,0.727851147365055,0,0,0.929557216791259,0.380943350251035,"ORC1"
"2896","histone exchange (GO:0043486)","1/38",0.663775279379007,0.727851147365055,0,0,0.929557216791259,0.380943350251035,"DMAP1"
"2897","negative regulation of TOR signaling (GO:0032007)","1/38",0.663775279379007,0.727851147365055,0,0,0.929557216791259,0.380943350251035,"SZT2"
"2898","positive regulation of cell development (GO:0010720)","1/38",0.663775279379007,0.727851147365055,0,0,0.929557216791259,0.380943350251035,"SPEN"
"2899","regulation of axon extension (GO:0030516)","1/38",0.663775279379007,0.727851147365055,0,0,0.929557216791259,0.380943350251035,"MACF1"
"2900","negative regulation of cell cycle (GO:0045786)","2/80",0.664659289336506,0.727851147365055,0,0,0.881586737714624,0.360111182263739,"IL10;TP53BP2"
"2901","negative regulation of cellular component organization (GO:0051129)","2/80",0.664659289336506,0.727851147365055,0,0,0.881586737714624,0.360111182263739,"CDC42;APOA2"
"2902","negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)","2/80",0.664659289336506,0.727851147365055,0,0,0.881586737714624,0.360111182263739,"FASLG;PARK7"
"2903","regulation of NIK/NF-kappaB signaling (GO:1901222)","2/80",0.664659289336506,0.727851147365055,0,0,0.881586737714624,0.360111182263739,"NLRP3;PTPN22"
"2904","cilium assembly (GO:0060271)","8/314",0.665730027052175,0.728772643250297,0,0,0.897853815374145,0.365310729465881,"CFAP74;EXOC8;GORAB;NEK2;NPHP4;DISC1;CDC14A;SDCCAG8"
"2905","protein homooligomerization (GO:0051260)","3/121",0.668473223225416,0.731523709684543,0,0,0.873861511550757,0.351955534572308,"SYCP1;CTH;DISP1"
"2906","phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)","2/81",0.671307053053048,0.733262837238438,0,0,0.870382444859141,0.34687233336444,"ACTN2;AGT"
"2907","positive regulation of cellular amide metabolic process (GO:0034250)","2/81",0.671307053053048,0.733262837238438,0,0,0.870382444859141,0.34687233336444,"RPL5;MTOR"
"2908","positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)","2/81",0.671307053053048,0.733262837238438,0,0,0.870382444859141,0.34687233336444,"PTPRC;DHX9"
"2909","cellular response to ketone (GO:1901655)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"GNB1"
"2910","DNA replication-independent nucleosome assembly (GO:0006336)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"H3-3A"
"2911","endothelial cell migration (GO:0043542)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"PLEKHG5"
"2912","mitochondrial electron transport, NADH to ubiquinone (GO:0006120)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"NDUFS2"
"2913","nucleotide-excision repair, DNA incision (GO:0033683)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"CHD1L"
"2914","phospholipid dephosphorylation (GO:0046839)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"INPP5B"
"2915","regulation of heart rate by cardiac conduction (GO:0086091)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"KCND3"
"2916","regulation of intracellular transport (GO:0032386)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"ATP13A2"
"2917","regulation of ion transmembrane transporter activity (GO:0032412)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"CHRM3"
"2918","regulation of T cell differentiation (GO:0045580)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"CR1"
"2919","regulation of viral entry into host cell (GO:0046596)","1/39",0.673291670933941,0.733262837238438,0,0,0.905048525569242,0.35801606747033,"FCN3"
"2920","regulation of mRNA catabolic process (GO:0061013)","3/122",0.673894029846558,0.733667507151441,0,0,0.86647327970334,0.341981758922292,"PSMB4;PKP1;PUM1"
"2921","peptide biosynthetic process (GO:0043043)","4/162",0.675206735747304,0.73484498902454,0,0,0.869920350188407,0.341649351667278,"RPL5;SARS1;MRPS14;RPL11"
"2922","regulation of gene expression, epigenetic (GO:0040029)","2/82",0.677847669346208,0.737466714870498,0,0,0.859458259325044,0.334185469293167,"GLMN;H3-3A"
"2923","regulation of anatomical structure morphogenesis (GO:0022603)","3/123",0.67924936923661,0.738738879508445,0,0,0.859208185053381,0.332313337133219,"CHRNB2;EGLN1;EPHA2"
"2924","detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"GNAT2"
"2925","digestive tract development (GO:0048565)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"TGFB2"
"2926","negative regulation of ERBB signaling pathway (GO:1901185)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"CDC42"
"2927","negative regulation of protein kinase B signaling (GO:0051898)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"EPHA2"
"2928","nucleocytoplasmic transport (GO:0006913)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"SNRPE"
"2929","organic hydroxy compound transport (GO:0015850)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"SLC16A1"
"2930","positive regulation of double-strand break repair (GO:2000781)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"FMN2"
"2931","positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"LCK"
"2932","positive regulation of wound healing (GO:0090303)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"MTOR"
"2933","regulation of microtubule polymerization (GO:0031113)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"PRUNE1"
"2934","regulation of sodium ion transmembrane transporter activity (GO:2000649)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"PCSK9"
"2935","sulfur compound catabolic process (GO:0044273)","1/40",0.682539175564632,0.739281785049392,0,0,0.881796690307329,0.336789330606185,"CTH"
"2936","peptide metabolic process (GO:0006518)","2/83",0.684281875111576,0.740664651337998,0,0,0.848803806767099,0.322023727726404,"PSEN2;MMACHC"
"2937","regulation of Notch signaling pathway (GO:0008593)","2/83",0.684281875111576,0.740664651337998,0,0,0.848803806767099,0.322023727726404,"TGFB2;CD46"
"2938","positive regulation of nucleic acid-templated transcription (GO:1903508)","13/511",0.689157505994531,0.744701617697948,0,0,0.895542314184273,0.333397358412592,"IL10;CASZ1;HDAC1;RORC;ESRRG;ARID1A;NR0B2;AGT;NR5A2;PRDM16;IRF6;TP73;WNT4"
"2939","anterograde trans-synaptic signaling (GO:0098916)","6/244",0.690511931296785,0.744701617697948,0,0,0.865756678342178,0.320608768072002,"CHRNB2;CHRM3;MPZ;PRKACB;GABRD;CACNA1E"
"2940","anaphase-promoting complex-dependent catabolic process (GO:0031145)","2/84",0.690610450863944,0.744701617697948,0,0,0.838409218905688,0.31036178901185,"CDC20;PSMB4"
"2941","nuclear export (GO:0051168)","2/84",0.690610450863944,0.744701617697948,0,0,0.838409218905688,0.31036178901185,"RBM8A;TPR"
"2942","spindle assembly (GO:0051225)","2/84",0.690610450863944,0.744701617697948,0,0,0.838409218905688,0.31036178901185,"RCC1;NEK2"
"2943","acylglycerol metabolic process (GO:0006639)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"APOA2"
"2944","carboxylic acid transmembrane transport (GO:1905039)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"SLC16A1"
"2945","endosome organization (GO:0007032)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"EXOC8"
"2946","epithelial cell migration (GO:0010631)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"PLEKHG5"
"2947","gluconeogenesis (GO:0006094)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"PGM1"
"2948","regulation of protein dephosphorylation (GO:0035304)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"CAMTA1"
"2949","regulation of release of cytochrome c from mitochondria (GO:0090199)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"PINK1"
"2950","regulation of viral transcription (GO:0046782)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"DHX9"
"2951","response to growth factor (GO:0070848)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"EPHA2"
"2952","sensory perception of bitter taste (GO:0050913)","1/41",0.691525377616969,0.744701617697948,0,0,0.859707446808511,0.317107759259173,"GNAT2"
"2953","positive regulation of cellular process (GO:0048522)","16/625",0.692245546978064,0.745224718538187,0,0,0.900924505220718,0.331373141138937,"RYR2;TGFB2;CR1;HDAC1;SLC30A2;APOA2;KIF14;LAMC2;PLA2G5;CDC42;LMNA;FCGR2B;IL6R;H3-3A;IL12RB2;MFSD2A"
"2954","circulatory system development (GO:0072359)","3/126",0.694923386696335,0.747523453530734,0,0,0.838121690825449,0.305037469023038,"TGFB2;ECE1;HSPG2"
"2955","negative regulation of cell growth (GO:0030308)","3/126",0.694923386696335,0.747523453530734,0,0,0.838121690825449,0.305037469023038,"TGFB2;CDKN2C;PPT1"
"2956","regulation of inflammatory response (GO:0050727)","5/206",0.695086294003413,0.747523453530734,0,0,0.854388770433547,0.310757665937076,"IL10;DHX9;NLRP3;PARK7;AGT"
"2957","negative regulation of defense response (GO:0031348)","2/85",0.696834218067247,0.749149806978619,0,0,0.828265103040938,0.299175771958093,"IL10;NLRP3"
"2958","ceramide biosynthetic process (GO:0046513)","1/42",0.700257647839456,0.751052315277203,0,0,0.838695727382806,0.298833110996953,"DEGS1"
"2959","determination of left/right symmetry (GO:0007368)","1/42",0.700257647839456,0.751052315277203,0,0,0.838695727382806,0.298833110996953,"STIL"
"2960","monocyte chemotaxis (GO:0002548)","1/42",0.700257647839456,0.751052315277203,0,0,0.838695727382806,0.298833110996953,"IL6R"
"2961","nucleic acid-templated transcription (GO:0097659)","1/42",0.700257647839456,0.751052315277203,0,0,0.838695727382806,0.298833110996953,"RRAGC"
"2962","regulation of chemokine production (GO:0032642)","1/42",0.700257647839456,0.751052315277203,0,0,0.838695727382806,0.298833110996953,"IL6R"
"2963","regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)","1/42",0.700257647839456,0.751052315277203,0,0,0.838695727382806,0.298833110996953,"FASLG"
"2964","skeletal system morphogenesis (GO:0048705)","1/42",0.700257647839456,0.751052315277203,0,0,0.838695727382806,0.298833110996953,"SKI"
"2965","glucose homeostasis (GO:0042593)","2/86",0.702954036145994,0.753435900508467,0,0,0.818362513744397,0.288443138250811,"LEPR;PARK7"
"2966","positive regulation of proteasomal protein catabolic process (GO:1901800)","2/86",0.702954036145994,0.753435900508467,0,0,0.818362513744397,0.288443138250811,"ZYG11B;DVL1"
"2967","heart looping (GO:0001947)","1/43",0.708743149437599,0.758350663443984,0,0,0.818684566024992,0.281842059491309,"STIL"
"2968","positive regulation of leukocyte mediated cytotoxicity (GO:0001912)","1/43",0.708743149437599,0.758350663443984,0,0,0.818684566024992,0.281842059491309,"IL23R"
"2969","positive regulation of neuron differentiation (GO:0045666)","1/43",0.708743149437599,0.758350663443984,0,0,0.818684566024992,0.281842059491309,"NGF"
"2970","regulation of cell-cell adhesion (GO:0022407)","1/43",0.708743149437599,0.758350663443984,0,0,0.818684566024992,0.281842059491309,"CELSR2"
"2971","substantia nigra development (GO:0021762)","1/43",0.708743149437599,0.758350663443984,0,0,0.818684566024992,0.281842059491309,"CDC42"
"2972","calcium ion transmembrane transport (GO:0070588)","2/87",0.708970799545618,0.758350663443984,0,0,0.80869292654895,0.278142604282396,"ATP2B4;TMCO1"
"2973","cellular response to insulin stimulus (GO:0032869)","3/129",0.710012231008438,0.759209176715717,0,0,0.818039315370276,0.280156445796015,"EPRS1;PKLR;PCSK9"
"2974","positive regulation of canonical Wnt signaling pathway (GO:0090263)","3/130",0.714912672126978,0.763331391430631,0,0,0.811556028806008,0.272354048613975,"PSMB4;RSPO1;WLS"
"2975","branching morphogenesis of an epithelial tube (GO:0048754)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"EPHA2"
"2976","detection of chemical stimulus involved in sensory perception of taste (GO:0050912)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"GNAT2"
"2977","embryonic organ morphogenesis (GO:0048562)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"RYR2"
"2978","hexose biosynthetic process (GO:0019319)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"PGM1"
"2979","homotypic cell-cell adhesion (GO:0034109)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"STXBP3"
"2980","intracellular steroid hormone receptor signaling pathway (GO:0030518)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"ARID1A"
"2981","lymphocyte chemotaxis (GO:0048247)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"PIK3CD"
"2982","metal ion homeostasis (GO:0055065)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"SELENON"
"2983","mRNA catabolic process (GO:0006402)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"AGO1"
"2984","negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"CDC42"
"2985","positive regulation of cell-matrix adhesion (GO:0001954)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"MYOC"
"2986","positive regulation of mRNA catabolic process (GO:0061014)","1/44",0.716988843916912,0.763331391430631,0,0,0.799604156358238,0.266024303115801,"PUM1"
"2987","mitochondrial translational elongation (GO:0070125)","2/89",0.720698899950138,0.766254783592471,0,0,0.790020620240501,0.258758490125242,"MRPS14;DAP3"
"2988","mitochondrial translational termination (GO:0070126)","2/89",0.720698899950138,0.766254783592471,0,0,0.790020620240501,0.258758490125242,"MRPS14;DAP3"
"2989","positive regulation of inflammatory response (GO:0050729)","2/89",0.720698899950138,0.766254783592471,0,0,0.790020620240501,0.258758490125242,"DHX9;AGT"
"2990","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)","2/89",0.720698899950138,0.766254783592471,0,0,0.790020620240501,0.258758490125242,"PSMB4;KIF14"
"2991","action potential (GO:0001508)","1/45",0.725001496726085,0.768772434320288,0,0,0.781391038039974,0.251280948732729,"KCNA2"
"2992","mitotic G2/M transition checkpoint (GO:0044818)","1/45",0.725001496726085,0.768772434320288,0,0,0.781391038039974,0.251280948732729,"ORC1"
"2993","neural crest cell development (GO:0014032)","1/45",0.725001496726085,0.768772434320288,0,0,0.781391038039974,0.251280948732729,"SEMA4A"
"2994","positive regulation of chemotaxis (GO:0050921)","1/45",0.725001496726085,0.768772434320288,0,0,0.781391038039974,0.251280948732729,"IL6R"
"2995","positive regulation of nervous system development (GO:0051962)","1/45",0.725001496726085,0.768772434320288,0,0,0.781391038039974,0.251280948732729,"SPEN"
